X_Serie_0,Y_Serie_0
3.8482E+001,-9.5702E-005
3.8996E+001,-9.5164E-005
3.9511E+001,-9.5024E-005
4.0026E+001,-9.5037E-005
4.0541E+001,-9.5364E-005
4.1055E+001,-9.5732E-005
4.1570E+001,-9.6102E-005
4.2085E+001,-9.5845E-005
4.2600E+001,-9.5698E-005
4.3114E+001,-9.5854E-005
4.3629E+001,-9.5851E-005
4.4144E+001,-9.5720E-005
4.4659E+001,-9.5499E-005
4.5174E+001,-9.5937E-005
4.5688E+001,-9.6516E-005
4.6203E+001,-9.6468E-005
4.6718E+001,-9.6125E-005
4.7233E+001,-9.6133E-005
4.7747E+001,-9.6541E-005
4.8262E+001,-9.6652E-005
4.8777E+001,-9.6143E-005
4.9292E+001,-9.5941E-005
4.9806E+001,-9.6303E-005
5.0321E+001,-9.6004E-005
5.0836E+001,-9.5705E-005
5.1351E+001,-9.6457E-005
5.1865E+001,-9.6609E-005
5.2380E+001,-9.6888E-005
5.2895E+001,-9.7508E-005
5.3410E+001,-9.7684E-005
5.3924E+001,-9.7816E-005
5.4439E+001,-9.8053E-005
5.4954E+001,-9.8361E-005
5.5469E+001,-9.8794E-005
5.5983E+001,-9.9062E-005
5.6498E+001,-9.9780E-005
5.7013E+001,-1.0073E-004
5.7528E+001,-1.0144E-004
5.8042E+001,-1.0214E-004
5.8557E+001,-1.0241E-004
5.9072E+001,-1.0239E-004
5.9587E+001,-1.0283E-004
6.0101E+001,-1.0318E-004
6.0616E+001,-1.0345E-004
6.1131E+001,-1.0350E-004
6.1646E+001,-1.0324E-004
6.2160E+001,-1.0321E-004
6.2675E+001,-1.0329E-004
6.3190E+001,-1.0342E-004
6.3705E+001,-1.0370E-004
6.4219E+001,-1.0408E-004
6.4734E+001,-1.0448E-004
6.5249E+001,-1.0477E-004
6.5764E+001,-1.0517E-004
6.6278E+001,-1.0572E-004
6.6793E+001,-1.0635E-004
6.7308E+001,-1.0702E-004
6.7823E+001,-1.0762E-004
6.8337E+001,-1.0821E-004
6.8852E+001,-1.0796E-004
6.9367E+001,-1.0812E-004
6.9882E+001,-1.0915E-004
7.0396E+001,-1.0996E-004
7.0911E+001,-1.1043E-004
7.1426E+001,-1.1094E-004
7.1941E+001,-1.1119E-004
7.2456E+001,-1.1152E-004
7.2970E+001,-1.1224E-004
7.3485E+001,-1.1286E-004
7.4000E+001,-1.1354E-004
7.4515E+001,-1.1420E-004
7.5029E+001,-1.1483E-004
7.5544E+001,-1.1554E-004
7.6059E+001,-1.1570E-004
7.6573E+001,-1.1593E-004
7.7088E+001,-1.1659E-004
7.7603E+001,-1.1709E-004
7.8118E+001,-1.1765E-004
7.8633E+001,-1.1805E-004
7.9147E+001,-1.1842E-004
7.9662E+001,-1.1892E-004
8.0177E+001,-1.1919E-004
8.0692E+001,-1.1965E-004
8.1206E+001,-1.2072E-004
8.1721E+001,-1.2146E-004
8.2236E+001,-1.2246E-004
8.2750E+001,-1.2381E-004
8.3265E+001,-1.2418E-004
8.3780E+001,-1.2476E-004
8.4295E+001,-1.2594E-004
8.4809E+001,-1.2714E-004
8.5324E+001,-1.2794E-004
8.5839E+001,-1.2882E-004
8.6354E+001,-1.2986E-004
8.6868E+001,-1.3089E-004
8.7383E+001,-1.3170E-004
8.7898E+001,-1.3253E-004
8.8413E+001,-1.3357E-004
8.8928E+001,-1.3463E-004
8.9442E+001,-1.3534E-004
8.9957E+001,-1.3665E-004
9.0472E+001,-1.3778E-004
9.0987E+001,-1.3861E-004
9.1501E+001,-1.3951E-004
9.2016E+001,-1.4041E-004
9.2531E+001,-1.4144E-004
9.3046E+001,-1.4254E-004
9.3560E+001,-1.4352E-004
9.4075E+001,-1.4447E-004
9.4590E+001,-1.4543E-004
9.5105E+001,-1.4652E-004
9.5619E+001,-1.4766E-004
9.6134E+001,-1.4887E-004
9.6649E+001,-1.5033E-004
9.7164E+001,-1.5146E-004
9.7678E+001,-1.5270E-004
9.8193E+001,-1.5452E-004
9.8708E+001,-1.5632E-004
9.9222E+001,-1.5891E-004
